device_id,user_id,linked_date
DVC-004657,4657,2025-01-14
DVC-004658,4658,2025-01-16
DVC-004659,4659,2025-04-04
DVC-004660,4660,2025-05-22
DVC-004661,4661,2025-01-22
DVC-004662,4662,2025-01-31
DVC-004663,4663,2025-01-01
DVC-004664,4664,2025-01-07
DVC-004665,4665,2025-03-14
DVC-004666,4666,2025-06-29
DVC-004667,4667,2025-02-25
DVC-004668,4668,2025-02-18
DVC-004669,4669,2025-03-31
DVC-004670,4670,2025-01-21
DVC-004671,4671,2025-02-17
DVC-004673,4673,2025-01-29
DVC-004674,4674,2025-01-13
DVC-004675,4675,2025-02-05
DVC-004676,4676,2025-02-13
DVC-004677,4677,2025-04-26
DVC-004678,4678,2025-06-29
DVC-004679,4679,2025-01-06
DVC-004680,4680,2025-01-08
DVC-004681,4681,2025-04-17
DVC-004682,4682,2025-02-19
DVC-004683,4683,2025-03-26
DVC-004684,4684,2025-01-07
DVC-004685,4685,2025-01-11
DVC-004686,4686,2025-02-19
DVC-004687,4687,2025-02-04
DVC-004688,4688,2025-02-06
DVC-004689,4689,2025-05-16
DVC-004690,4690,2025-03-24
DVC-004691,4691,2025-01-30
DVC-004692,4692,2025-05-16
DVC-004693,4693,2025-02-05
DVC-004694,4694,2025-03-24
DVC-004695,4695,2025-03-21
DVC-004696,4696,2025-01-27
DVC-004697,4697,2025-03-06
DVC-004698,4698,2025-05-30
DVC-004699,4699,2025-05-15
DVC-004700,4700,2025-02-24
DVC-004701,4701,2025-01-17
DVC-004702,4702,2025-01-19
DVC-004703,4703,2025-04-03
DVC-004704,4704,2025-02-14
DVC-004706,4706,2025-01-04
DVC-004707,4707,2025-01-18
DVC-004708,4708,2025-03-08
DVC-004709,4709,2025-01-18
DVC-004710,4710,2025-01-10
DVC-004711,4711,2025-01-24
DVC-004712,4712,2025-03-12
DVC-004713,4713,2025-03-13
DVC-004714,4714,2025-02-17
DVC-004715,4715,2025-02-08
DVC-004716,4716,2025-05-04
DVC-004717,4717,2025-04-22
DVC-004718,4718,2025-02-02
DVC-004719,4719,2025-05-10
DVC-004720,4720,2025-05-24
DVC-004721,4721,2025-03-06
DVC-004722,4722,2025-02-01
DVC-004723,4723,2025-02-15
DVC-004724,4724,2025-01-19
DVC-004725,4725,2025-04-19
DVC-004726,4726,2025-02-08
DVC-004727,4727,2025-03-30
DVC-004728,4728,2025-03-30
DVC-004729,4729,2025-01-04
DVC-004730,4730,2025-04-30
DVC-004731,4731,2025-01-12
DVC-004732,4732,2025-01-20
DVC-004733,4733,2025-02-18
DVC-004734,4734,2025-02-21
DVC-004735,4735,2025-01-29
DVC-004736,4736,2025-01-29
DVC-004737,4737,2025-03-24
DVC-004738,4738,2025-02-14
DVC-004739,4739,2025-03-14
DVC-004740,4740,2025-05-06
DVC-004741,4741,2025-02-06
DVC-004742,4742,2025-02-09
DVC-004743,4743,2025-01-29
DVC-004744,4744,2025-01-21
DVC-004745,4745,2025-04-22
DVC-004746,4746,2025-01-09
DVC-004747,4747,2025-03-17
DVC-004748,4748,2025-02-02
DVC-004749,4749,2025-02-05
DVC-004750,4750,2025-06-12
DVC-004751,4751,2025-01-27
DVC-004752,4752,2025-01-31
DVC-004753,4753,2025-01-17
DVC-004754,4754,2025-02-04
DVC-004756,4756,2025-02-20
DVC-004757,4757,2025-01-26
DVC-004759,4759,2025-05-29
DVC-004760,4760,2025-06-29
DVC-004761,4761,2025-01-12
DVC-004762,4762,2025-05-04
DVC-004763,4763,2025-01-03
DVC-004764,4764,2025-02-17
DVC-004765,4765,2025-06-29
DVC-004766,4766,2025-02-21
DVC-004767,4767,2025-06-04
DVC-004768,4768,2025-03-19
DVC-004769,4769,2025-02-08
DVC-004770,4770,2025-02-23
DVC-004771,4771,2025-02-21
DVC-004772,4772,2025-03-22
DVC-004773,4773,2025-02-03
DVC-004774,4774,2025-02-06
DVC-004775,4775,2025-06-29
DVC-004776,4776,2025-01-19
DVC-004777,4777,2025-01-22
DVC-004778,4778,2025-02-03
DVC-004779,4779,2025-02-07
DVC-004780,4780,2025-01-15
DVC-004781,4781,2025-01-18
DVC-004782,4782,2025-01-04
DVC-004783,4783,2025-01-17
DVC-004784,4784,2025-03-07
DVC-004785,4785,2025-02-05
DVC-004786,4786,2025-01-11
DVC-004787,4787,2025-01-02
DVC-004788,4788,2025-01-23
DVC-004789,4789,2025-01-08
DVC-004790,4790,2025-01-02
DVC-004791,4791,2025-03-22
DVC-004792,4792,2025-03-15
DVC-004793,4793,2025-01-16
DVC-004794,4794,2025-01-12
DVC-004795,4795,2025-03-05
DVC-004796,4796,2025-02-02
DVC-004797,4797,2025-02-02
DVC-004798,4798,2025-02-01
DVC-004799,4799,2025-03-12
DVC-004800,4800,2025-06-29
DVC-004801,4801,2025-02-13
DVC-004802,4802,2025-06-29
DVC-004803,4803,2025-01-12
DVC-004804,4804,2025-02-24
DVC-004805,4805,2025-01-06
DVC-004806,4806,2025-02-22
DVC-004807,4807,2025-03-24
DVC-004808,4808,2025-01-13
DVC-004809,4809,2025-01-18
DVC-004810,4810,2025-03-16
DVC-004811,4811,2025-01-22
DVC-004812,4812,2025-01-02
DVC-004813,4813,2025-03-15
DVC-004814,4814,2025-03-12
DVC-004815,4815,2025-01-17
DVC-004817,4817,2025-01-20
DVC-004818,4818,2025-01-08
DVC-004820,4820,2025-01-03
DVC-004821,4821,2025-02-05
DVC-004822,4822,2025-02-26
DVC-004823,4823,2025-06-29
DVC-004824,4824,2025-06-01
DVC-004825,4825,2025-02-20
DVC-004826,4826,2025-01-04
DVC-004827,4827,2025-02-15
DVC-004828,4828,2025-03-12
DVC-004829,4829,2025-04-23
DVC-004830,4830,2025-05-28
DVC-004831,4831,2025-02-02
DVC-004833,4833,2025-04-19
DVC-004834,4834,2025-01-11
DVC-004836,4836,2025-01-18
DVC-004837,4837,2025-01-17
DVC-004838,4838,2025-05-24
DVC-004839,4839,2025-02-19
DVC-004840,4840,2025-04-21
DVC-004841,4841,2025-01-26
DVC-004842,4842,2025-02-09
DVC-004843,4843,2025-02-16
DVC-004844,4844,2025-04-16
DVC-004845,4845,2025-02-06
DVC-004846,4846,2025-02-17
DVC-004847,4847,2025-02-15
DVC-004848,4848,2025-02-23
DVC-004849,4849,2025-01-07
DVC-004850,4850,2025-01-26
DVC-004851,4851,2025-01-03
DVC-004852,4852,2025-01-03
DVC-004853,4853,2025-06-29
DVC-004854,4854,2025-01-06
DVC-004855,4855,2025-03-02
DVC-004856,4856,2025-01-26
DVC-004857,4857,2025-01-15
DVC-004858,4858,2025-04-01
DVC-004859,4859,2025-01-11
DVC-004860,4860,2025-04-24
DVC-004862,4862,2025-01-04
DVC-004863,4863,2025-01-22
DVC-004864,4864,2025-02-28
DVC-004865,4865,2025-01-25
DVC-004866,4866,2025-01-11
DVC-004867,4867,2025-01-23
DVC-004868,4868,2025-01-10
DVC-004869,4869,2025-04-24
DVC-004870,4870,2025-02-09
DVC-004871,4871,2025-02-19
DVC-004872,4872,2025-06-19
DVC-004873,4873,2025-01-14
DVC-004874,4874,2025-01-11
DVC-004875,4875,2025-01-15
DVC-004876,4876,2025-06-03
DVC-004877,4877,2025-04-01
DVC-004878,4878,2025-06-29
DVC-004879,4879,2025-01-07
DVC-004880,4880,2025-01-17
DVC-004881,4881,2025-01-11
DVC-004882,4882,2025-03-16
DVC-004883,4883,2025-01-14
DVC-004884,4884,2025-05-19
DVC-004885,4885,2025-01-24
DVC-004886,4886,2025-05-02
DVC-004887,4887,2025-01-25
DVC-004888,4888,2025-01-07
DVC-004889,4889,2025-03-08
DVC-004890,4890,2025-01-22
DVC-004891,4891,2025-01-08
DVC-004892,4892,2025-01-20
DVC-004893,4893,2025-01-25
DVC-004894,4894,2025-06-29
DVC-004895,4895,2025-03-01
DVC-004898,4898,2025-02-12
DVC-004899,4899,2025-01-17
DVC-004900,4900,2025-01-24
DVC-004901,4901,2025-01-12
DVC-004902,4902,2025-01-06
DVC-004903,4903,2025-05-05
DVC-004904,4904,2025-01-22
DVC-004905,4905,2025-02-14
DVC-004906,4906,2025-01-18
DVC-004907,4907,2025-05-25
DVC-004908,4908,2025-02-08
DVC-004909,4909,2025-01-07
DVC-004910,4910,2025-02-11
DVC-004911,4911,2025-02-21
DVC-004912,4912,2025-01-06
DVC-004913,4913,2025-04-04
DVC-004914,4914,2025-02-09
DVC-004915,4915,2025-01-10
DVC-004916,4916,2025-06-01
DVC-004917,4917,2025-03-20
DVC-004918,4918,2025-02-25
DVC-004919,4919,2025-01-03
DVC-004920,4920,2025-06-29
DVC-004921,4921,2025-01-29
DVC-004922,4922,2025-01-25
DVC-004923,4923,2025-01-04
DVC-004924,4924,2025-01-19
DVC-004925,4925,2025-04-20
DVC-004927,4927,2025-01-06
DVC-004928,4928,2025-01-30
DVC-004929,4929,2025-03-15
DVC-004930,4930,2025-02-09
DVC-004931,4931,2025-01-16
DVC-004932,4932,2025-02-26
DVC-004933,4933,2025-02-08
DVC-004934,4934,2025-02-12
DVC-004935,4935,2025-01-11
DVC-004936,4936,2025-01-31
DVC-004937,4937,2025-03-23
DVC-004938,4938,2025-02-09
DVC-004939,4939,2025-02-25
DVC-004940,4940,2025-01-27
DVC-004941,4941,2025-04-04
DVC-004942,4942,2025-01-07
DVC-004943,4943,2025-03-12
DVC-004944,4944,2025-01-12
DVC-004945,4945,2025-01-17
DVC-004946,4946,2025-05-10
DVC-004947,4947,2025-01-31
DVC-004948,4948,2025-02-04
DVC-004949,4949,2025-03-03
DVC-004950,4950,2025-03-11
DVC-004951,4951,2025-03-01
DVC-004952,4952,2025-02-17
DVC-004953,4953,2025-01-01
DVC-004954,4954,2025-01-10
DVC-004955,4955,2025-01-19
DVC-004956,4956,2025-04-19
DVC-004957,4957,2025-06-02
DVC-004958,4958,2025-02-08
DVC-004960,4960,2025-06-29
DVC-004961,4961,2025-02-12
DVC-004962,4962,2025-03-16
DVC-004963,4963,2025-02-19
DVC-004964,4964,2025-01-28
DVC-004965,4965,2025-02-03
DVC-004966,4966,2025-03-04
DVC-004968,4968,2025-02-04
DVC-004969,4969,2025-02-01
DVC-004970,4970,2025-01-04
DVC-004971,4971,2025-01-08
DVC-004972,4972,2025-01-01
DVC-004973,4973,2025-01-09
DVC-004974,4974,2025-03-31
DVC-004975,4975,2025-03-20
DVC-004977,4977,2025-01-02
DVC-004978,4978,2025-03-07
DVC-004979,4979,2025-01-19
DVC-004980,4980,2025-02-08
DVC-004981,4981,2025-05-10
DVC-004982,4982,2025-02-18
DVC-004983,4983,2025-01-08
DVC-004984,4984,2025-01-30
DVC-004985,4985,2025-06-29
DVC-004986,4986,2025-05-17
DVC-004987,4987,2025-04-04
DVC-004988,4988,2025-01-09
DVC-004989,4989,2025-01-10
DVC-004990,4990,2025-01-07
DVC-004991,4991,2025-01-09
DVC-004992,4992,2025-01-01
DVC-004993,4993,2025-04-21
DVC-004994,4994,2025-03-13
DVC-004995,4995,2025-04-04
DVC-004996,4996,2025-02-10
DVC-004997,4997,2025-01-01
DVC-004998,4998,2025-02-07
DVC-004999,4999,2025-01-04
DVC-005000,5000,2025-04-26
DVC-005001,5001,2025-01-02
DVC-005002,5002,2025-01-23
DVC-005003,5003,2025-04-19
DVC-005004,5004,2025-04-02
DVC-005005,5005,2025-04-14
DVC-005006,5006,2025-03-01
DVC-005007,5007,2025-01-14
DVC-005008,5008,2025-04-02
DVC-005009,5009,2025-04-29
DVC-005010,5010,2025-04-30
DVC-005012,5012,2025-03-06
DVC-005013,5013,2025-05-17
DVC-005014,5014,2025-04-06
DVC-005015,5015,2025-01-05
DVC-005016,5016,2025-01-21
DVC-005017,5017,2025-01-26
DVC-005018,5018,2025-04-30
DVC-005019,5019,2025-02-19
DVC-005020,5020,2025-01-04
DVC-005021,5021,2025-01-07
DVC-005022,5022,2025-01-23
DVC-005023,5023,2025-01-15
DVC-005024,5024,2025-01-11
DVC-005025,5025,2025-01-19
DVC-005026,5026,2025-03-06
DVC-005027,5027,2025-03-15
DVC-005028,5028,2025-06-05
DVC-005029,5029,2025-02-18
DVC-005030,5030,2025-01-24
DVC-005031,5031,2025-02-01
DVC-005032,5032,2025-01-03
DVC-005033,5033,2025-01-24
DVC-005034,5034,2025-01-14
DVC-005035,5035,2025-01-08
DVC-005036,5036,2025-01-29
DVC-005037,5037,2025-01-09
DVC-005038,5038,2025-01-05
DVC-005039,5039,2025-02-26
DVC-005040,5040,2025-03-28
DVC-005041,5041,2025-02-04
DVC-005042,5042,2025-01-01
DVC-005043,5043,2025-01-28
DVC-005044,5044,2025-01-04
DVC-005045,5045,2025-03-06
DVC-005046,5046,2025-04-29
DVC-005047,5047,2025-02-19
DVC-005048,5048,2025-01-16
DVC-005049,5049,2025-06-04
DVC-005050,5050,2025-03-05
DVC-005051,5051,2025-01-05
DVC-005052,5052,2025-01-13
DVC-005053,5053,2025-03-18
DVC-005054,5054,2025-01-14
DVC-005055,5055,2025-02-11
DVC-005056,5056,2025-01-28
DVC-005057,5057,2025-01-21
DVC-005058,5058,2025-01-08
DVC-005059,5059,2025-03-11
DVC-005060,5060,2025-02-26
DVC-005061,5061,2025-05-02
DVC-005062,5062,2025-01-17
DVC-005063,5063,2025-01-03
DVC-005064,5064,2025-05-17
DVC-005066,5066,2025-01-01
DVC-005067,5067,2025-06-29
DVC-005068,5068,2025-05-06
DVC-005069,5069,2025-01-26
DVC-005070,5070,2025-02-24
DVC-005071,5071,2025-01-19
DVC-005072,5072,2025-01-17
DVC-005073,5073,2025-02-02
DVC-005074,5074,2025-01-21
DVC-005075,5075,2025-01-23
DVC-005076,5076,2025-01-05
DVC-005077,5077,2025-06-29
DVC-005078,5078,2025-02-28
DVC-005079,5079,2025-01-07
DVC-005080,5080,2025-01-09
DVC-005081,5081,2025-03-20
DVC-005082,5082,2025-06-29
DVC-005083,5083,2025-02-10
DVC-005084,5084,2025-01-14
DVC-005085,5085,2025-06-29
DVC-005086,5086,2025-03-02
DVC-005087,5087,2025-01-18
DVC-005088,5088,2025-02-15
DVC-005089,5089,2025-02-12
DVC-005090,5090,2025-03-16
DVC-005091,5091,2025-02-26
DVC-005092,5092,2025-06-13
DVC-005093,5093,2025-04-09
DVC-005094,5094,2025-01-27
DVC-005095,5095,2025-06-02
DVC-005096,5096,2025-01-20
DVC-005098,5098,2025-01-03
DVC-005099,5099,2025-03-21
DVC-005100,5100,2025-02-22
DVC-005101,5101,2025-03-23
DVC-005102,5102,2025-06-29
DVC-005103,5103,2025-01-30
DVC-005104,5104,2025-03-27
DVC-005105,5105,2025-03-06
DVC-005106,5106,2025-05-15
DVC-005107,5107,2025-06-24
DVC-005108,5108,2025-05-10
DVC-005109,5109,2025-02-09
DVC-005110,5110,2025-01-14
DVC-005111,5111,2025-01-08
DVC-005112,5112,2025-01-20
DVC-005113,5113,2025-02-01
DVC-005114,5114,2025-06-14
DVC-005115,5115,2025-01-28
DVC-005116,5116,2025-01-02
DVC-005117,5117,2025-01-26
DVC-005118,5118,2025-01-29
DVC-005119,5119,2025-01-17
DVC-005120,5120,2025-02-17
DVC-005121,5121,2025-02-01
DVC-005122,5122,2025-01-05
DVC-005123,5123,2025-02-09
DVC-005124,5124,2025-03-30
DVC-005125,5125,2025-03-06
DVC-005126,5126,2025-01-05
DVC-005127,5127,2025-06-04
DVC-005128,5128,2025-02-19
DVC-005129,5129,2025-02-09
DVC-005130,5130,2025-01-16
DVC-005131,5131,2025-04-18
DVC-005132,5132,2025-03-15
DVC-005133,5133,2025-01-03
DVC-005134,5134,2025-01-07
DVC-005135,5135,2025-01-04
DVC-005136,5136,2025-02-17
DVC-005137,5137,2025-06-29
DVC-005138,5138,2025-06-04
DVC-005139,5139,2025-02-22
DVC-005140,5140,2025-06-29
DVC-005141,5141,2025-02-04
DVC-005142,5142,2025-01-21
DVC-005143,5143,2025-02-11
DVC-005144,5144,2025-01-17
DVC-005145,5145,2025-01-22
DVC-005146,5146,2025-02-14
DVC-005147,5147,2025-03-01
DVC-005148,5148,2025-04-17
DVC-005149,5149,2025-02-04
DVC-005150,5150,2025-03-20
DVC-005151,5151,2025-01-03
DVC-005152,5152,2025-01-16
DVC-005153,5153,2025-01-12
DVC-005154,5154,2025-02-25
DVC-005155,5155,2025-01-08
DVC-005156,5156,2025-06-29
DVC-005157,5157,2025-02-18
DVC-005158,5158,2025-04-26
DVC-005160,5160,2025-02-28
DVC-005161,5161,2025-03-30
DVC-005162,5162,2025-02-24
DVC-005163,5163,2025-02-15
DVC-005164,5164,2025-03-19
DVC-005165,5165,2025-06-29
DVC-005166,5166,2025-02-26
DVC-005167,5167,2025-04-24
DVC-005168,5168,2025-01-27
DVC-005169,5169,2025-02-03
DVC-005170,5170,2025-02-26
DVC-005171,5171,2025-01-11
DVC-005172,5172,2025-01-11
DVC-005173,5173,2025-06-29
DVC-005174,5174,2025-05-19
DVC-005175,5175,2025-06-21
DVC-005176,5176,2025-04-30
DVC-005177,5177,2025-04-08
DVC-005178,5178,2025-05-27
DVC-005179,5179,2025-03-04
DVC-005180,5180,2025-01-25
DVC-005181,5181,2025-05-06
DVC-005182,5182,2025-03-07
DVC-005183,5183,2025-01-16
DVC-005184,5184,2025-06-29
DVC-005185,5185,2025-03-26
DVC-005186,5186,2025-01-20
DVC-005187,5187,2025-02-14
DVC-005188,5188,2025-03-03
DVC-005189,5189,2025-02-07
DVC-005190,5190,2025-04-18
DVC-005191,5191,2025-02-25
DVC-005192,5192,2025-01-30
DVC-005193,5193,2025-03-08
DVC-005194,5194,2025-05-12
DVC-005195,5195,2025-01-06
DVC-005196,5196,2025-01-14
DVC-005197,5197,2025-03-17
DVC-005198,5198,2025-04-10
DVC-005199,5199,2025-01-29
DVC-005200,5200,2025-01-16
DVC-005201,5201,2025-06-29
DVC-005202,5202,2025-01-26
DVC-005203,5203,2025-01-11
DVC-005205,5205,2025-03-01
DVC-005206,5206,2025-01-09
DVC-005207,5207,2025-02-28
DVC-005208,5208,2025-01-03
DVC-005209,5209,2025-03-01
DVC-005210,5210,2025-01-21
DVC-005211,5211,2025-01-27
DVC-005213,5213,2025-02-15
DVC-005214,5214,2025-03-31
DVC-005215,5215,2025-02-22
DVC-005216,5216,2025-01-18
DVC-005217,5217,2025-01-10
DVC-005218,5218,2025-04-04
DVC-005219,5219,2025-02-02
DVC-005220,5220,2025-02-25
DVC-005221,5221,2025-01-29
DVC-005222,5222,2025-01-17
DVC-005223,5223,2025-01-12
DVC-005224,5224,2025-01-16
DVC-005226,5226,2025-05-13
DVC-005227,5227,2025-01-11
DVC-005228,5228,2025-02-14
DVC-005229,5229,2025-01-25
DVC-005230,5230,2025-04-02
DVC-005231,5231,2025-03-18
DVC-005232,5232,2025-01-01
DVC-005233,5233,2025-01-19
DVC-005234,5234,2025-03-20
DVC-005235,5235,2025-02-11
DVC-005236,5236,2025-06-29
DVC-005237,5237,2025-06-29
DVC-005238,5238,2025-03-08
DVC-005239,5239,2025-01-10
DVC-005240,5240,2025-02-25
DVC-005241,5241,2025-03-08
DVC-005242,5242,2025-04-06
DVC-005243,5243,2025-05-16
DVC-005244,5244,2025-01-06
DVC-005245,5245,2025-06-29
DVC-005246,5246,2025-01-10
DVC-005247,5247,2025-01-10
DVC-005248,5248,2025-01-17
DVC-005249,5249,2025-04-08
DVC-005250,5250,2025-01-17
DVC-005251,5251,2025-03-24
DVC-005252,5252,2025-04-05
DVC-005253,5253,2025-01-19
DVC-005254,5254,2025-02-21
DVC-005255,5255,2025-02-02
DVC-005256,5256,2025-06-29
DVC-005257,5257,2025-02-09
DVC-005258,5258,2025-01-01
DVC-005259,5259,2025-02-13
DVC-005260,5260,2025-02-24
DVC-005261,5261,2025-01-27
DVC-005262,5262,2025-06-11
DVC-005263,5263,2025-04-19
DVC-005264,5264,2025-01-30
DVC-005265,5265,2025-01-21
DVC-005266,5266,2025-01-20
DVC-005267,5267,2025-01-14
DVC-005268,5268,2025-05-21
DVC-005269,5269,2025-01-27
DVC-005270,5270,2025-01-07
DVC-005271,5271,2025-03-19
DVC-005272,5272,2025-01-06
DVC-005273,5273,2025-06-16
DVC-005274,5274,2025-01-04
DVC-005275,5275,2025-01-31
DVC-005276,5276,2025-02-07
DVC-005277,5277,2025-02-24
DVC-005278,5278,2025-01-06
DVC-005279,5279,2025-03-31
DVC-005280,5280,2025-01-26
DVC-005281,5281,2025-03-14
DVC-005282,5282,2025-01-31
DVC-005283,5283,2025-02-17
DVC-005284,5284,2025-05-11
DVC-005285,5285,2025-01-01
DVC-005286,5286,2025-01-05
DVC-005287,5287,2025-04-27
DVC-005288,5288,2025-06-29
DVC-005289,5289,2025-05-09
DVC-005290,5290,2025-05-21
DVC-005291,5291,2025-01-23
DVC-005292,5292,2025-06-29
DVC-005293,5293,2025-02-23
DVC-005294,5294,2025-01-12
DVC-005295,5295,2025-01-08
DVC-005296,5296,2025-01-18
DVC-005297,5297,2025-03-16
DVC-005298,5298,2025-06-21
DVC-005299,5299,2025-01-28
DVC-005300,5300,2025-03-14
DVC-005301,5301,2025-02-05
DVC-005302,5302,2025-01-02
DVC-005303,5303,2025-01-13
DVC-005304,5304,2025-01-09
DVC-005305,5305,2025-02-25
DVC-005306,5306,2025-01-02
DVC-005307,5307,2025-01-30
DVC-005308,5308,2025-06-29
DVC-005309,5309,2025-01-09
DVC-005310,5310,2025-01-14
DVC-005311,5311,2025-01-18
DVC-005312,5312,2025-03-02
DVC-005313,5313,2025-03-09
DVC-005314,5314,2025-01-14
DVC-005315,5315,2025-01-29
DVC-005316,5316,2025-01-27
DVC-005317,5317,2025-01-11
DVC-005318,5318,2025-01-12
DVC-005319,5319,2025-05-18
DVC-005320,5320,2025-01-07
DVC-005321,5321,2025-01-29
DVC-005322,5322,2025-01-07
DVC-005323,5323,2025-02-13
DVC-005324,5324,2025-03-11
DVC-005326,5326,2025-01-20
DVC-005327,5327,2025-03-06
DVC-005328,5328,2025-01-18
DVC-005329,5329,2025-04-18
DVC-005330,5330,2025-01-19
DVC-005331,5331,2025-01-16
DVC-005332,5332,2025-06-10
DVC-005333,5333,2025-06-18
DVC-005334,5334,2025-01-19
DVC-005335,5335,2025-06-06
DVC-005336,5336,2025-06-15
DVC-005337,5337,2025-01-21
DVC-005338,5338,2025-05-05
DVC-005339,5339,2025-06-29
DVC-005340,5340,2025-01-02
DVC-005341,5341,2025-04-13
DVC-005342,5342,2025-01-01
DVC-005343,5343,2025-05-18
DVC-005344,5344,2025-01-11
DVC-005345,5345,2025-04-12
DVC-005346,5346,2025-01-15
DVC-005348,5348,2025-01-23
DVC-005349,5349,2025-01-26
DVC-005350,5350,2025-05-07
DVC-005351,5351,2025-01-31
DVC-005352,5352,2025-02-07
DVC-005353,5353,2025-01-04
DVC-005354,5354,2025-02-07
DVC-005355,5355,2025-01-18
DVC-005356,5356,2025-01-25
DVC-005357,5357,2025-03-16
DVC-005358,5358,2025-01-21
DVC-005359,5359,2025-01-27
DVC-005360,5360,2025-03-04
DVC-005361,5361,2025-01-25
DVC-005362,5362,2025-03-11
DVC-005363,5363,2025-01-12
DVC-005364,5364,2025-01-06
DVC-005365,5365,2025-01-18
DVC-005366,5366,2025-02-20
DVC-005367,5367,2025-01-16
DVC-005368,5368,2025-06-29
DVC-005369,5369,2025-03-07
DVC-005370,5370,2025-01-26
DVC-005371,5371,2025-06-29
DVC-005372,5372,2025-01-29
DVC-005373,5373,2025-01-01
DVC-005374,5374,2025-02-09
DVC-005376,5376,2025-01-21
DVC-005377,5377,2025-01-07
DVC-005378,5378,2025-06-25
DVC-005379,5379,2025-02-02
DVC-005380,5380,2025-03-21
DVC-005381,5381,2025-04-24
DVC-005382,5382,2025-02-21
DVC-005383,5383,2025-02-16
DVC-005384,5384,2025-02-11
DVC-005385,5385,2025-06-23
DVC-005386,5386,2025-01-24
DVC-005388,5388,2025-02-18
DVC-005389,5389,2025-01-08
DVC-005390,5390,2025-03-16
DVC-005391,5391,2025-04-21
DVC-005392,5392,2025-01-29
DVC-005394,5394,2025-02-04
DVC-005395,5395,2025-01-02
DVC-005396,5396,2025-01-29
DVC-005397,5397,2025-02-02
DVC-005398,5398,2025-06-29
DVC-005399,5399,2025-03-04
DVC-005400,5400,2025-01-14
DVC-005401,5401,2025-02-05
DVC-005402,5402,2025-01-08
DVC-005403,5403,2025-05-10
DVC-005404,5404,2025-05-12
DVC-005405,5405,2025-04-07
DVC-005406,5406,2025-01-22
DVC-005407,5407,2025-01-04
DVC-005408,5408,2025-01-27
DVC-005409,5409,2025-05-18
DVC-005410,5410,2025-04-30
DVC-005411,5411,2025-01-10
DVC-005412,5412,2025-03-04
DVC-005414,5414,2025-03-05
DVC-005415,5415,2025-03-07
DVC-005416,5416,2025-01-06
DVC-005417,5417,2025-01-30
DVC-005418,5418,2025-01-14
DVC-005419,5419,2025-02-14
DVC-005420,5420,2025-01-10
DVC-005421,5421,2025-01-22
DVC-005422,5422,2025-01-28
DVC-005423,5423,2025-02-02
DVC-005424,5424,2025-04-07
DVC-005425,5425,2025-01-01
DVC-005426,5426,2025-05-15
DVC-005427,5427,2025-02-13
DVC-005428,5428,2025-02-27
DVC-005429,5429,2025-01-09
DVC-005430,5430,2025-02-24
DVC-005431,5431,2025-01-31
DVC-005432,5432,2025-01-09
DVC-005433,5433,2025-02-28
DVC-005434,5434,2025-01-10
DVC-005435,5435,2025-01-10
DVC-005436,5436,2025-06-29
DVC-005437,5437,2025-02-13
DVC-005438,5438,2025-04-09
DVC-005439,5439,2025-01-05
DVC-005440,5440,2025-01-31
DVC-005441,5441,2025-01-08
DVC-005442,5442,2025-01-13
DVC-005443,5443,2025-03-29
DVC-005444,5444,2025-01-29
DVC-005445,5445,2025-06-29
DVC-005446,5446,2025-01-06
DVC-005447,5447,2025-02-01
DVC-005448,5448,2025-01-19
DVC-005449,5449,2025-01-17
DVC-005450,5450,2025-01-15
DVC-005451,5451,2025-02-24
DVC-005452,5452,2025-01-15
DVC-005453,5453,2025-03-04
DVC-005454,5454,2025-01-30
DVC-005455,5455,2025-02-28
DVC-005456,5456,2025-01-13
DVC-005457,5457,2025-05-25
DVC-005458,5458,2025-04-07
DVC-005459,5459,2025-02-19
DVC-005460,5460,2025-04-15
DVC-005461,5461,2025-02-15
DVC-005462,5462,2025-01-01
DVC-005463,5463,2025-02-13
DVC-005464,5464,2025-01-30
DVC-005465,5465,2025-01-28
DVC-005466,5466,2025-03-15
DVC-005467,5467,2025-01-10
DVC-005468,5468,2025-06-06
DVC-005470,5470,2025-02-10
DVC-005471,5471,2025-01-25
DVC-005472,5472,2025-05-15
DVC-005473,5473,2025-01-22
DVC-005474,5474,2025-06-29
DVC-005475,5475,2025-02-24
DVC-005476,5476,2025-06-18
DVC-005477,5477,2025-01-20
DVC-005478,5478,2025-06-25
DVC-005479,5479,2025-04-22
DVC-005480,5480,2025-01-10
DVC-005481,5481,2025-04-12
DVC-005482,5482,2025-03-05
DVC-005483,5483,2025-01-02
DVC-005484,5484,2025-06-04
DVC-005485,5485,2025-01-13
DVC-005486,5486,2025-01-04
DVC-005487,5487,2025-01-05
DVC-005488,5488,2025-01-09
DVC-005489,5489,2025-04-14
DVC-005491,5491,2025-02-25
DVC-005492,5492,2025-01-01
DVC-005493,5493,2025-02-10
DVC-005494,5494,2025-03-27
DVC-005495,5495,2025-02-01
DVC-005496,5496,2025-01-16
DVC-005497,5497,2025-01-28
DVC-005498,5498,2025-03-18
DVC-005499,5499,2025-01-05
DVC-005500,5500,2025-01-09
DVC-005501,5501,2025-01-12
DVC-005502,5502,2025-01-07
DVC-005503,5503,2025-03-11
DVC-005504,5504,2025-01-04
DVC-005505,5505,2025-02-01
DVC-005506,5506,2025-02-11
DVC-005507,5507,2025-02-14
DVC-005508,5508,2025-01-11
